jet_fuel_usd_per_gallon,fuel_lag1,fuel_lag2,fuel_lag3,fuel_change_3m,fuel_change_6m,fuel_volatility_6m,gdp_per_capita,gdp_yoy_change,lcc_share,month,quarter,is_peak_season,log_arrivals_diff,country,year_month
1.4424,1.38175,1.8735,2.365,-39.01057082452433,-63.55965388745026,0.9001983172705151,41728.0884164132,-8.218947914226904,0.0,1,1,0,-0.0533867532914413,France,2009-01-01
1.25475,1.4424,1.38175,1.8735,-33.02642113690952,-62.27450390859891,0.8217544898974796,41728.0884164132,-8.218947914226904,0.0,2,1,0,-0.2031854974371558,France,2009-02-01
1.2605,1.25475,1.4424,1.38175,-8.775104034738558,-63.04602755790092,0.4397441263583481,41728.0884164132,-8.218947914226904,0.0,3,1,0,0.0113478203575887,France,2009-03-01
1.38275,1.2605,1.25475,1.4424,-4.135468663338882,-41.532769556025386,0.2283894161660446,41728.0884164132,-8.218947914226904,0.0,4,2,0,0.0455398495047596,France,2009-04-01
1.4614,1.38275,1.2605,1.25475,16.469416218370192,-21.996263677608752,0.08825839761745084,41728.0884164132,-8.218947914226904,0.0,5,2,0,-0.0265143800262688,France,2009-05-01
1.80425,1.4614,1.38275,1.2605,43.13764379214597,30.577166636511667,0.20137778282786487,41728.0884164132,-8.218947914226904,0.0,6,2,1,0.1262747498521985,France,2009-06-01
1.7222000000000002,1.80425,1.4614,1.38275,24.54890616525043,19.398225180255157,0.23345857609006365,41728.0884164132,-8.218947914226904,0.0,7,3,1,0.2434813224188765,France,2009-07-01
1.88975,1.7222000000000002,1.80425,1.4614,29.310934720131378,50.60769077505478,0.2534677956204036,41728.0884164132,-8.218947914226904,0.0,8,3,1,-0.0941978254713795,France,2009-08-01
1.75275,1.88975,1.7222000000000002,1.80425,-2.8543716225578386,39.05196350654503,0.20094980218950206,41728.0884164132,-8.218947914226904,0.0,9,3,0,-0.0759511164170945,France,2009-09-01
1.9170000000000005,1.75275,1.88975,1.7222000000000002,11.311113691789586,38.63677454348225,0.16374297974773347,41728.0884164132,-8.218947914226904,0.0,10,4,0,0.154689069183064,France,2009-10-01
