country,jet_fuel_usd_per_gallon,fuel_lag1,fuel_lag2,fuel_lag3,fuel_change_3m,fuel_change_6m,fuel_volatility_6m,gdp_per_capita,gdp_yoy_change,lcc_share,month,quarter,is_peak_season
France,2.245890355329949,2.2530459390862942,2.2590832487309647,2.2693131979695433,0.4497323391611306,1.0343441638320554,0.18813021590433807,41313.80955007376,1.9704360365614055,0.0,6.517766497461929,2.5076142131979697,0.3299492385786802
Germany,2.245890355329949,2.2530459390862942,2.2590832487309647,2.2693131979695433,0.4497323391611306,1.0343441638320554,0.18813021590433807,46142.495720754894,3.0028227696062095,0.0,6.517766497461929,2.5076142131979697,0.3299492385786802
Indonesia,2.245890355329949,2.2530459390862942,2.2590832487309647,2.2693131979695433,0.4497323391611306,1.0343441638320554,0.18813021590433807,3363.2208287904878,8.862755610395734,0.7096774193548387,6.517766497461929,2.5076142131979697,0.3299492385786802
Japan,2.245890355329949,2.2530459390862942,2.2590832487309647,2.2693131979695433,0.4497323391611306,1.0343441638320554,0.18813021590433807,39597.06429765646,-0.08227459245720459,0.4736842105263157,6.517766497461929,2.5076142131979697,0.3299492385786802
Malaysia,2.245890355329949,2.2530459390862942,2.2590832487309647,2.2693131979695433,0.4497323391611306,1.0343441638320554,0.18813021590433807,9685.463315468867,4.985349414340327,0.8000000000000002,6.517766497461929,2.5076142131979697,0.3299492385786802
Philippines,2.245890355329949,2.2530459390862942,2.2590832487309647,2.2693131979695433,0.4497323391611306,1.0343441638320554,0.18813021590433807,2709.9562128194457,7.535286643977322,0.6923076923076923,6.517766497461929,2.5076142131979697,0.3299492385786802
Thailand,2.245890355329949,2.2530459390862942,2.2590832487309647,2.2693131979695433,0.4497323391611306,1.0343441638320554,0.18813021590433807,5705.241456849085,6.461826531050318,0.7272727272727273,6.517766497461929,2.5076142131979697,0.3299492385786802
United Kingdom,2.245890355329949,2.2530459390862942,2.2590832487309647,2.2693131979695433,0.4497323391611306,1.0343441638320554,0.18813021590433807,44719.847692896496,1.4762643037739411,0.0,6.517766497461929,2.5076142131979697,0.3299492385786802
