airline_iata,destination_airport_iata,destination_city,destination_country,iso_country,distance_km,carrier_type,gdp_per_capita,gdp_yoy_change,lcc_share,fuel_cost_per_seat_baseline,rf_pred_at_baseline,fuel_elasticity_per_dollar
MU,CAN,Guangzhou,China,CN,2647.053711478043,FSC,13303.1481543868,2.7176671355156445,0.0,545.09,0.10211541301121808,0.003041754075427172
MU,CSX,Changsha,China,CN,3139.97939456317,FSC,13303.1481543868,2.7176671355156445,0.0,646.6,0.10211541301121808,0.003041754075427172
MU,NKG,Nanjing,China,CN,3720.458432880039,FSC,13303.1481543868,2.7176671355156445,0.0,766.14,0.10211541301121808,0.003041754075427172
MU,WUH,Wuhan,China,CN,3443.0414263697385,FSC,13303.1481543868,2.7176671355156445,0.0,709.01,0.10211541301121808,0.003041754075427172
MU,XIY,Xi'an,China,CN,3711.2968938247213,FSC,13303.1481543868,2.7176671355156445,0.0,764.25,0.10211541301121808,0.003041754075427172
MU,CGO,Zhengzhou,China,CN,3826.7644516208725,FSC,13303.1481543868,2.7176671355156445,0.0,788.03,0.10211541301121808,0.003041754075427172
MU,KHN,Nanchang,China,CN,3308.5924267502,FSC,13303.1481543868,2.7176671355156445,0.0,681.32,0.10211541301121808,0.003041754075427172
MU,NGB,Ningbo,China,CN,3664.1211080503367,FSC,13303.1481543868,2.7176671355156445,0.0,754.53,0.10211541301121808,0.003041754075427172
CA,PEK,Beijing,China,CN,4489.198079548265,FSC,13303.1481543868,2.7176671355156445,0.0,924.44,0.10211541301121808,0.003041754075427172
CA,PVG,Shanghai,China,CN,3804.6156143939725,FSC,13303.1481543868,2.7176671355156445,0.0,783.47,0.10211541301121808,0.003041754075427172
CA,CKG,Chongqing,China,CN,3164.6713545317252,FSC,13303.1481543868,2.7176671355156445,0.0,651.68,0.10211541301121808,0.003041754075427172
CA,TFU,Chengdu,China,CN,3219.234094931882,FSC,13303.1481543868,2.7176671355156445,0.0,662.92,0.10211541301121808,0.003041754075427172
CZ,CAN,Guangzhou,China,CN,2647.053711478043,FSC,13303.1481543868,2.7176671355156445,0.0,545.09,0.10211541301121808,0.003041754075427172
CZ,SZX,Shenzhen,China,CN,2592.345183912244,FSC,13303.1481543868,2.7176671355156445,0.0,533.83,0.10211541301121808,0.003041754075427172
CZ,CSX,Changsha,China,CN,3139.97939456317,FSC,13303.1481543868,2.7176671355156445,0.0,646.6,0.10211541301121808,0.003041754075427172
CZ,WUH,Wuhan,China,CN,3443.0414263697385,FSC,13303.1481543868,2.7176671355156445,0.0,709.01,0.10211541301121808,0.003041754075427172
CZ,CGO,Zhengzhou,China,CN,3826.7644516208725,FSC,13303.1481543868,2.7176671355156445,0.0,788.03,0.10211541301121808,0.003041754075427172
MF,XMN,Xiamen,China,CN,2991.9653402654626,FSC,13303.1481543868,2.7176671355156445,0.0,616.12,0.10211541301121808,0.003041754075427172
MF,FOC,Fuzhou,China,CN,3206.0877734316864,FSC,13303.1481543868,2.7176671355156445,0.0,660.21,0.10211541301121808,0.003041754075427172
MF,JJN,Quanzhou,China,CN,3040.8229747271375,FSC,13303.1481543868,2.7176671355156445,0.0,626.18,0.10211541301121808,0.003041754075427172
MF,NGB,Ningbo,China,CN,3664.1211080503367,FSC,13303.1481543868,2.7176671355156445,0.0,754.53,0.10211541301121808,0.003041754075427172
HU,HAK,Haikou,China,CN,2181.4330094588977,FSC,13303.1481543868,2.7176671355156445,0.0,449.21,0.10211541301121808,0.003041754075427172
HU,XIY,Xi'an,China,CN,3711.2968938247213,FSC,13303.1481543868,2.7176671355156445,0.0,764.25,0.10211541301121808,0.003041754075427172
HU,LZH,Lanzhou,China,CN,2605.634412125133,FSC,13303.1481543868,2.7176671355156445,0.0,536.57,0.10211541301121808,0.003041754075427172
3U,TFU,Chengdu,China,CN,3219.234094931882,Unknown,13303.1481543868,2.7176671355156445,0.0,662.92,0.10211541301121808,0.003041754075427172
3U,CKG,Chongqing,China,CN,3164.6713545317252,Unknown,13303.1481543868,2.7176671355156445,0.0,651.68,0.10211541301121808,0.003041754075427172
WU,CKG,Chongqing,China,CN,3164.6713545317252,Unknown,13303.1481543868,2.7176671355156445,0.0,651.68,0.10211541301121808,0.003041754075427172
SC,TAO,Qingdao,China,CN,4229.507066325081,FSC,13303.1481543868,2.7176671355156445,0.0,870.96,0.10211541301121808,0.003041754075427172
SC,TNA,Jinan,China,CN,4173.758345969014,FSC,13303.1481543868,2.7176671355156445,0.0,859.48,0.10211541301121808,0.003041754075427172
